movieId,title,genres,description,metadata
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,"A movie about Ciao, Professore!. Genres: Drama.","{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
574,Spanking the Monkey (1994),Comedy|Drama,"A movie about Spanking the Monkey. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
575,"Little Rascals, The (1994)",Children|Comedy,"A movie about Little Rascals, The. Genres: Children, Comedy.","{""Genre"": ""Children, Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
576,Fausto (1993),Comedy,A movie about Fausto. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
577,Andre (1994),Adventure|Children|Drama,"A movie about Andre. Genres: Adventure, Children, Drama.","{""Genre"": ""Adventure, Children, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,"A movie about Escort, The. Genres: Crime, Thriller.","{""Genre"": ""Crime, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
580,Princess Caraboo (1994),Drama,A movie about Princess Caraboo. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
581,"Celluloid Closet, The (1995)",Documentary,"A movie about Celluloid Closet, The. Genres: Documentary.","{""Genre"": ""Documentary"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
582,Métisse (Café au Lait) (1993),Comedy|Drama,"A movie about Métisse. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,"A movie about Dear Diary. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama|Romance,"A movie about I Don't Want to Talk About It. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
585,"Brady Bunch Movie, The (1995)",Comedy,"A movie about Brady Bunch Movie, The. Genres: Comedy.","{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
586,Home Alone (1990),Children|Comedy,"A movie about Home Alone. Genres: Children, Comedy.","{""Genre"": ""Children, Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,"A movie about Ghost. Genres: Comedy, Drama, Fantasy, Romance, Thriller.","{""Genre"": ""Comedy, Drama, Fantasy, Romance, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.","{""Title"": ""Aladdin"", ""Description"": ""In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes."", ""Genre"": ""Animation, Family, Adventure, Fantasy, Romance"", ""Year"": ""1992"", ""Director"": ""John Musker"", ""Runtime"": 95, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg""}"
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,"Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.","{""Title"": ""Terminator 2: Judgment Day"", ""Description"": ""Set ten years after the events of the original, James Cameron\u2019s classic sci-fi action flick tells the story of a second attempt to get rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor."", ""Genre"": ""Action, Thriller, Science Fiction"", ""Year"": ""1991"", ""Director"": ""James Cameron"", ""Runtime"": 137, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/5M0j0B18abtBI5gi2RhfjjurTqb.jpg""}"
590,Dances with Wolves (1990),Adventure|Drama|Western,"A movie about Dances with Wolves. Genres: Adventure, Drama, Western.","{""Genre"": ""Adventure, Drama, Western"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
591,Tough and Deadly (1995),Action|Drama|Thriller,"A movie about Tough and Deadly. Genres: Action, Drama, Thriller.","{""Genre"": ""Action, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
592,Batman (1989),Action|Crime|Thriller,"A movie about Batman. Genres: Action, Crime, Thriller.","{""Genre"": ""Action, Crime, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,"A movie about Silence of the Lambs, The. Genres: Crime, Horror, Thriller.","{""Genre"": ""Crime, Horror, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,"A movie about Snow White and the Seven Dwarfs. Genres: Animation, Children, Drama, Fantasy, Musical.","{""Genre"": ""Animation, Children, Drama, Fantasy, Musical"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","{""Title"": ""Beauty and the Beast"", ""Description"": ""Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within."", ""Genre"": ""Romance, Family, Animation, Fantasy"", ""Year"": ""1991"", ""Director"": ""Gary Trousdale"", ""Runtime"": 84, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg""}"
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,A little wooden puppet yearns to become a real boy.,"{""Title"": ""Pinocchio"", ""Description"": ""A little wooden puppet yearns to become a real boy."", ""Genre"": ""Animation, Family, Fantasy"", ""Year"": ""1940"", ""Director"": ""Hamilton Luske"", ""Runtime"": 88, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg""}"
597,Pretty Woman (1990),Comedy|Romance,"A movie about Pretty Woman. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
598,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy,"A movie about Window to Paris. Genres: Comedy, Fantasy.","{""Genre"": ""Comedy, Fantasy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
599,"Wild Bunch, The (1969)",Adventure|Western,"A movie about Wild Bunch, The. Genres: Adventure, Western.","{""Genre"": ""Adventure, Western"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
600,Love and a .45 (1994),Action|Comedy|Crime,"A movie about Love and a .45. Genres: Action, Comedy, Crime.","{""Genre"": ""Action, Comedy, Crime"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
601,"Wooden Man's Bride, The (Yan shen) (1994)",Drama,"A movie about Wooden Man's Bride, The. Genres: Drama.","{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
602,"Great Day in Harlem, A (1994)",Documentary,"A movie about Great Day in Harlem, A. Genres: Documentary.","{""Genre"": ""Documentary"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
603,"Bye Bye, Love (1995)",Comedy,"A movie about Bye Bye, Love. Genres: Comedy.","{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
604,Criminals (1996),Documentary,A movie about Criminals. Genres: Documentary.,"{""Genre"": ""Documentary"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
605,One Fine Day (1996),Drama|Romance,"A movie about One Fine Day. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,"A movie about Candyman: Farewell to the Flesh. Genres: Fantasy, Horror.","{""Genre"": ""Fantasy, Horror"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
607,Century (1993),Drama,A movie about Century. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
608,Fargo (1996),Comedy|Crime|Drama|Thriller,"A movie about Fargo. Genres: Comedy, Crime, Drama, Thriller.","{""Genre"": ""Comedy, Crime, Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.","{""Title"": ""Homeward Bound II: Lost in San Francisco"", ""Description"": ""When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast."", ""Genre"": ""Adventure, Comedy, Drama, Family"", ""Year"": ""1996"", ""Director"": ""David R. Ellis"", ""Runtime"": 89, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/kfYawa9SF9MQ3ae0TXAfhDLFGv7.jpg""}"
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,"A movie about Heavy Metal. Genres: Action, Adventure, Animation, Horror, Sci-Fi.","{""Genre"": ""Action, Adventure, Animation, Horror, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,"A movie about Hellraiser: Bloodline. Genres: Action, Horror, Sci-Fi.","{""Genre"": ""Action, Horror, Sci-Fi"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
612,"Pallbearer, The (1996)",Comedy,"A movie about Pallbearer, The. Genres: Comedy.","{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
613,Jane Eyre (1996),Drama|Romance,"A movie about Jane Eyre. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
614,Loaded (1994),Drama|Thriller,"A movie about Loaded. Genres: Drama, Thriller.","{""Genre"": ""Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,"A movie about Bread and Chocolate. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
616,"Aristocats, The (1970)",Animation|Children,"A movie about Aristocats, The. Genres: Animation, Children.","{""Genre"": ""Animation, Children"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,"A movie about Flower of My Secret, The. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
618,Two Much (1995),Comedy|Romance,"A movie about Two Much. Genres: Comedy, Romance.","{""Genre"": ""Comedy, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
619,Ed (1996),Comedy,"Once she'd been a dancer. Now she lies on a sidewalk, her blood seeping into the snow. The detectives of the 87th precinct are learning about ice: in a mulitimillion dollar showbiz scam, in the glittering diamonds that spill out of a dead man's vest, in the veins of a small time pusher. As the detectives scramble for evidence, as the city shivers, a killer is one step ahead, and the heat is still on.","{""Title"": ""Ed McBain's 87th Precinct: Ice"", ""Description"": ""Once she'd been a dancer. Now she lies on a sidewalk, her blood seeping into the snow. The detectives of the 87th precinct are learning about ice: in a mulitimillion dollar showbiz scam, in the glittering diamonds that spill out of a dead man's vest, in the veins of a small time pusher. As the detectives scramble for evidence, as the city shivers, a killer is one step ahead, and the heat is still on."", ""Genre"": ""Crime, Drama, Mystery, TV Movie"", ""Year"": ""1996"", ""Director"": ""Bradford May"", ""Runtime"": 93, ""Language"": ""en"", ""Poster"": ""https://image.tmdb.org/t/p/w500/vTnnty8NzHNw22KEyRXCCtVmejx.jpg""}"
620,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama,A movie about Scream of Stone. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
621,My Favorite Season (1993),Drama,A movie about My Favorite Season. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
623,"Modern Affair, A (1995)",Romance,"A movie about Modern Affair, A. Genres: Romance.","{""Genre"": ""Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
625,Asfour Stah (1990),Drama,A movie about Asfour Stah. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
626,"Thin Line Between Love and Hate, A (1996)",Comedy,"A movie about Thin Line Between Love and Hate, A. Genres: Comedy.","{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
627,"Last Supper, The (1995)",Drama|Thriller,"A movie about Last Supper, The. Genres: Drama, Thriller.","{""Genre"": ""Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,"A movie about Primal Fear. Genres: Crime, Drama, Mystery, Thriller.","{""Genre"": ""Crime, Drama, Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
629,Rude (1995),Drama,A movie about Rude. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
630,Carried Away (1996),Drama|Romance,"A movie about Carried Away. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,"A movie about All Dogs Go to Heaven 2. Genres: Adventure, Animation, Children, Fantasy, Musical, Romance.","{""Genre"": ""Adventure, Animation, Children, Fantasy, Musical, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,"A movie about Land and Freedom. Genres: Drama, War.","{""Genre"": ""Drama, War"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
633,Denise Calls Up (1995),Comedy,A movie about Denise Calls Up. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
634,Theodore Rex (1995),Comedy,A movie about Theodore Rex. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
635,"Family Thing, A (1996)",Comedy|Drama,"A movie about Family Thing, A. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
636,Frisk (1995),Drama,A movie about Frisk. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
637,Sgt. Bilko (1996),Comedy,A movie about Sgt. Bilko. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
638,Jack and Sarah (1995),Romance,A movie about Jack and Sarah. Genres: Romance.,"{""Genre"": ""Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
639,Girl 6 (1996),Comedy|Drama,"A movie about Girl 6. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
640,Diabolique (1996),Drama|Thriller,"A movie about Diabolique. Genres: Drama, Thriller.","{""Genre"": ""Drama, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Adventure|Children|Comedy,"A movie about Little Indian, Big City. Genres: Adventure, Children, Comedy.","{""Genre"": ""Adventure, Children, Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
642,Roula (1995),Drama,A movie about Roula. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
643,Peanuts - Die Bank zahlt alles (1996),Comedy,A movie about Peanuts - Die Bank zahlt alles. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
644,Happy Weekend (1996),Comedy,A movie about Happy Weekend. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
645,Nelly & Monsieur Arnaud (1995),Drama,A movie about Nelly & Monsieur Arnaud. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
647,Courage Under Fire (1996),Action|Crime|Drama|War,"A movie about Courage Under Fire. Genres: Action, Crime, Drama, War.","{""Genre"": ""Action, Crime, Drama, War"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,"A movie about Mission: Impossible. Genres: Action, Adventure, Mystery, Thriller.","{""Genre"": ""Action, Adventure, Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,"A movie about Cold Fever. Genres: Comedy, Drama.","{""Genre"": ""Comedy, Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
650,Moll Flanders (1996),Drama,A movie about Moll Flanders. Genres: Drama.,"{""Genre"": ""Drama"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
651,"Superweib, Das (1996)",Comedy,"A movie about Superweib, Das. Genres: Comedy.","{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
652,"301, 302 (301/302) (1995)",Horror|Mystery|Thriller,"A movie about 301, 302. Genres: Horror, Mystery, Thriller.","{""Genre"": ""Horror, Mystery, Thriller"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
653,Dragonheart (1996),Action|Adventure|Fantasy,"A movie about Dragonheart. Genres: Action, Adventure, Fantasy.","{""Genre"": ""Action, Adventure, Fantasy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
654,And Nobody Weeps for Me (Und keiner weint mir nach) (1996),Drama|Romance,"A movie about And Nobody Weeps for Me. Genres: Drama, Romance.","{""Genre"": ""Drama, Romance"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
655,My Mother's Courage (Mutters Courage) (1995),Comedy,A movie about My Mother's Courage. Genres: Comedy.,"{""Genre"": ""Comedy"", ""Year"": ""Unknown"", ""Rating"": ""Unknown"", ""Cast"": ""Unknown"", ""imdbRating"": ""Unknown"", ""Poster"": ""https://via.placeholder.com/300x450""}"
